name,year,competition_category,winner,url,summary,countries,languages,genre,metascore
The Counterfeiters,2007,FOREIGN LANGUAGE FILM,TRUE,https://www.metacritic.com/movie/the-counterfeiters/details,"The true story of Salomon Sorowitsch, counterfeiter extraordinaire and bohemian who was in captured by the Nazis in 1944. He agrees to help the Nazis in an organized counterfeiting operation set up to finance the war effort. It was the biggest counterfeit-money scam of all time. Over 130 million pounds sterling were printed under conditions that couldn't have been more tragic or spectacular. During the last years of the war, as the German Reich saw that the end was near, the authorities decided to produce their own banknotes in the currencies of their major war enemies. They hoped to use the duds to flood the enemy economy and fill the empty war coffers. At the Sachsenhausen concentration camp, two barracks were separated from the rest of the camp and the outside world, and transformed into a fully equipped counterfeiters workshop. ""Operation Bernhard"" was born. Prisoners were brought to Sachsenhausen from other camps to implement the plan, and professional printers, fastidious bank officials, and simple craftsmen all became members of the top-secret counterfeiter crew. They had a choice: If they cooperated with the enemy, they had a chance to survive as first-class prisoners in a ""golden cage"" with enough to eat and a bed to sleep in. If they sabotaged the operation, a sure death awaited them. For the counterfeiters, it was not only a question of saving their own lives, but also about saving their conscience as well... (Sony Classics)","['Germany', 'Austria']","['English', 'German', 'Russian', 'Hebrew']","['Drama', 'Crime', 'War']",78
Katyn,2007,FOREIGN LANGUAGE FILM,FALSE,https://www.metacritic.com/movie/katyn/details,"In 1941, during their march on Moscow, the Nazis discovered the mass graves of 22,00 Polish intellectuals, clergy and officers. Katyn is the story of Joseph Stalin's order to execute these people.",['Poland'],"['German', 'Russian', 'Polish']","['Drama', 'History', 'War']",81
Mongol: The Rise of Genghis Khan,2007,FOREIGN LANGUAGE FILM,FALSE,https://www.metacritic.com/movie/mongol-the-rise-of-genghis-khan/details,"Mongol illuminates the life and legend of Genghis Khan.  Based on leading scholarly accounts and Mongol delves into the dramatic and harrowing early years of the ruler who was born as Temudgin in 1162. As it follows Temudgin from his perilous childhood to the battle that sealed his destiny, the film paints a multidimensional portrait of the future conqueror, revealing him not as the evil brute of hoary stereotype, but as an inspiring, fearless and visionary leader. Mongol shows us the making of an extraordinary man, and the foundation on which so much of his greatness rested: his relationship with his wife, Borte, his lifelong love and most trusted advisor.   (Picturehouse)
","['Russia', 'Germany', 'Kazakhstan', 'Mongolia']","['Mandarin', 'Mongolian']","['Biography', 'Drama', 'Romance', 'War']",74
12,2007,FOREIGN LANGUAGE FILM,FALSE,https://www.metacritic.com/movie/12/details,"A loose remake of “12 Angry Men”, 12 is set in contemporary Moscow where 12 very different men must unanimously decide the fate of a young Chechen accused of murdering his step-father, a Russian army officer. Consigned to a makeshift jury room in a school gymnasium, one by one each man takes center stage to confront, connect, and confess while the accused awaits a verdict and revisits his heartbreaking journey through war in flashbacks. (Sony Picture Classics)",['Russia'],"['Russian', 'Chechen']","['Drama', 'Thriller', 'Crime', 'War']",72
Atonement,2007,BEST PICTURE,FALSE,https://www.metacritic.com/movie/atonement/details,"Atonement spans several decades. In 1935, 13-year-old fledgling writer Briony Tallis and her family live a life of wealth and privilege in their enormous mansion. On the warmest day of the year, the country estate takes on an unsettling hothouse atmosphere, stoking Briony's vivid imagination. Robbie Turner, the educated son of the family's housekeeper, carries a torch for Briony's headstrong older sister, Cecilia. Cecilia, he hopes, has comparable feelings; all it will take is one spark for this relationship to combust. When it does, Briony--who has a crush on Robbie--is compelled to interfere, going so far as to accuse Robbie of a crime he did not commit. Cecilia and Robbie declare their love for each other, but Robbie is arrested--and with Briony bearing false witness, the course of three lives is changed forever. Briony continues to seek forgiveness for her childhood misdeed. Through a terrible and courageous act of imagination, she finds the path to her uncertain atonement and to an understanding of the power of enduring love. (Focus Features)","['UK', 'France']","['English', 'French']","['Drama', 'Mystery', 'Romance', 'War']",85
The Curious Case of Benjamin Button,2008,DIRECTING,FALSE,https://www.metacritic.com/movie/the-curious-case-of-benjamin-button/details,"“I was born under unusual circumstances.” And so begins The Curious Case of Benjamin Button, adapted from the 1920s story by F. Scott Fitzgerald about a man who is born in his eighties and ages backwards: a man, like any of us, who is unable to stop time. We follow his story, set in New Orleans from the end of World War I in 1918, into the 21st century, following his journey that is as unusual as any man’s life can be. Benjamin Button is a grand tale of a not-so-ordinary man and the people and places he discovers along the way, the loves he finds, the joys of life and the sadness of death, and what lasts beyond time. (Paramount Pictures)",['USA'],"['English', 'French', 'Russian']","['Drama', 'Mystery', 'Fantasy', 'Romance']",70
Milk,2008,DIRECTING,FALSE,https://www.metacritic.com/movie/milk/details,"In 1977, Harvey Milk was elected to the San Francisco Board of Supervisors, becoming the first openly gay man to be voted into major public office in America. His victory was not just a victory for gay rights; he forged coalitions across the political spectrum. From senior citizens to union workers, Harvey Milk changed the very nature of what it means to be a fighter for human rights and became, before his untimely death in 1978, a hero for all Americans. (Focus Features)",['USA'],['English'],"['Biography', 'Drama']",84
The Reader,2008,DIRECTING,FALSE,https://www.metacritic.com/movie/the-reader/details,"The Reader opens in post-WWII Germany when teenager Michael Berg becomes ill and is helped home by Hanna, a stranger twice his age.  Michael recovers from scarlet fever and seeks out Hanna to thank her.  The two are quickly drawn into a passionate but secretive affair. (The Weinstein Company)","['USA', 'Germany']","['English', 'German', 'Latin', 'Greek']","['Drama', 'Romance']",58
Slumdog Millionaire,2008,DIRECTING,TRUE,https://www.metacritic.com/movie/slumdog-millionaire/details,"Slumdog Millionaire is the story of Jamal Malik, an 18 year-old orphan from the slums of Mumbai, who is about to experience the biggest day of his life. With the whole nation watching, he is just one question away from winning a staggering 20 million rupees on India’s “Who Wants To Be A Millionaire?”But when the show breaks for the night, police arrest him on suspicion of cheating; how could a street kid know so much? Desperate to prove his innocence, Jamal tells the story of his life in the slum where he and his brother grew up, of their adventures together on the road, of vicious encounters with local gangs, and of Latika, the girl he loved and lost. Each chapter of his story reveals the key to the answer to one of the game show’s questions. Intrigued by Jamal’s story, the jaded Police Inspector begins to wonder what a young man with no apparent desire for riches is really doing on this game show? When the new day dawns and Jamal returns to answer the final question, the Inspector and sixty million viewers are about to find out. [Fox Searchlight]",['UK'],"['English', 'French', 'Hindi']","['Drama', 'Romance']",84
The Baader Meinhof Complex,2008,FOREIGN LANGUAGE FILM,FALSE,https://www.metacritic.com/movie/the-baader-meinhof-complex/details,"Germany in the 1970s: Murderous bomb attacks, the threat of terrorism and the fear of the enemy inside are rocking the very foundations of the still fragile German democracy. The radicalised children of the Nazi generation led by Andreas Baader, Ulrike Meinhof and Gudrun Ensslin are fighting a violent war against what they perceive as the new face of
fascism: American imperialism supported by the German establishment, many of whom have a Nazi past. Their aim is to create a more human society but by employing inhuman means they not only spread terror and bloodshed, they also lose their own humanity. The man who understands them is also their hunter: the head of the German police force Horst Herold. And while he succeeds in his
relentless pursuit of the young terrorists, he knows he’s only dealing with the tip of the iceberg. (Vitagraph Films)","['Germany', 'Czech Republic', 'France']","['English', 'German', 'French', 'Swedish']","['Action', 'Biography', 'Drama', 'History', 'Crime']",76
The Class,2008,FOREIGN LANGUAGE FILM,FALSE,https://www.metacritic.com/movie/the-class/details,"François and his fellow teachers prepare for a new year at a high school in a tough neighborhood. Armed with the best intentions, they brace themselves to not let discouragement stop them from trying to give the best education to their students. Cultures and attitudes often clash in the classroom, a microcosm of contemporary France. As amusing and inspiring as the teenaged students can be, their difficult behavior can still jeopardize any teacher's enthusiasm for the low-paying job. François insists on an atmosphere of respect and diligence. Neither stuffy nor severe, his extravagant frankness often takes the students by surprise. But his classroom ethics are put to the test when his students begin to challenge his methods. (Sony Classics)",['France'],"['French', 'Spanish', 'Bambara']",['Drama'],92
Departures,2008,FOREIGN LANGUAGE FILM,TRUE,https://www.metacritic.com/movie/departures/details,"Departures follows Daigo Kobayashi, a devoted cellist in an orchestra that has just been dissolved and who is suddenly left without a job. Daigo decides to move back to his old hometown with his wife to look for work and start over. He answers a classified ad entitled “Departures” thinking it is an advertisement for a travel agency only to discover that the job is actually for a ""Nokanshi"" or ""encoffineer,"" a funeral professional who prepares deceased bodies for burial and entry into the next life. While his wife and others despise the job, Daigo takes a certain pride in his work and begins to perfect the art of “Nokanshi,” acting as a gentle gatekeeper between life and death, between the departed and the family of the departed. The film follows his profound and sometimes comical journey with death as he uncovers the wonder, joy and meaning of life and living. (Regent Releasing)
",['Japan'],['Japanese'],"['Drama', 'Comedy', 'Music']",68
Revanche,2008,FOREIGN LANGUAGE FILM,FALSE,https://www.metacritic.com/movie/revanche/details,"At once a gripping thriller and a tragic drama of nearly Greek proportions, Revanche is the stunning, Oscar–nominated, international breakthrough film from Austrian filmmaker Götz Spielmann. In a ragged section of Vienna, hardened ex-con Alex works as an assistant in a brothel, where he falls for Ukrainian hooker Tamara. Their desperate plans for escape unexpectedly intersect with the lives of a rural cop and his seemingly content wife. With meticulous, elegant direction, Spielmann creates a tense, existential, and surprising portrait of vengeance and redemption, and a journey into the darkest forest of human nature, in which violence and beauty exist side by side. (Janus Film)",['Austria'],"['German', 'Russian']","['Drama', 'Thriller', 'Romance', 'Crime']",84
Waltz with Bashir,2008,FOREIGN LANGUAGE FILM,FALSE,https://www.metacritic.com/movie/waltz-with-bashir/details,"One night at a bar, an old friend tells director Ari about a recurring nightmare in which he is chased by 26 vicious dogs. Every night, the same number of beasts. The two men conclude that there’s a connection to their Israeli Army mission in the first Lebanon War of the early eighties. Ari is surprised that he can’t remember a thing anymore about that period of his life. Intrigued by this riddle, he decides to meet and interview old friends and comrades around the world. He needs to discover the truth about that time and about himself. As Ari delves deeper and deeper into the mystery, his memory begins to creep up in surreal images. [Sony Classics]","['USA', 'Germany', 'Finland', 'France', 'Israel', 'Australia', 'Belgium', 'Switzerland']","['English', 'German', 'Arabic', 'Hebrew']","['Biography', 'Drama', 'War', 'Animation']",91
Avatar,2009,DIRECTING,FALSE,https://www.metacritic.com/movie/avatar/details,"Jake Sully is a former Marine confined to a wheelchair. But despite his broken body, Jake is still a warrior at heart. He is recruited to travel light years to the human outpost on Pandora, where a corporate consortium is mining a rare mineral that is the key to solving Earth's energy crisis. Because Pandora's atmosphere is toxic, they have created the Avatar Program, in which human ""drivers"" have their consciousness linked to an avatar, a remotely-controlled biological body that can survive in the lethal air. These avatars are genetically engineered hybrids of human DNA mixed with DNA from the natives of Pandora... the Na'vi. Reborn in his avatar form, Jake can walk again. He is given a mission to infiltrate the Na'vi, who have become a major obstacle to mining the precious ore. But a beautiful Na'vi female, Neytiri, saves Jake's life, and this changes everything. Jake is taken in by her clan, and learns to become one of them, which involves many tests and adventures. As Jake's relationship with his reluctant teacher Neytiri deepens, he learns to respect the Na'vi way and finally takes his place among them. Soon he will face the ultimate test as he leads them in an epic battle that will decide the fate of an entire world.  (20th Century Fox)
",['USA'],"['English', 'Spanish']","['Action', 'Adventure', 'Sci-Fi', 'Fantasy']",83
The Hurt Locker,2009,DIRECTING,TRUE,https://www.metacritic.com/movie/the-hurt-locker/details,"When a new sergeant, James (Jeremy Renner), takes over a highly trained bomb disposal team amidst violent conflict, he surprises his two subordinates, Sanborn (Anthony Mackie) and Eldridge (Brian Geraghty), by recklessly plunging them into a deadly game of urban combat. James behaves as if he's indifferent to death. As the men struggle to control their wild new leader, the city explodes into chaos, and James' true character reveals itself in a way that will change each man forever. [Summit Entertainment]",['USA'],"['English', 'Arabic', 'Turkish']","['Action', 'Drama', 'Thriller', 'War']",95
Inglourious Basterds,2009,DIRECTING,FALSE,https://www.metacritic.com/movie/inglourious-basterds/details,"In the first year of the German occupation of France, Shosanna Dreyfus witnesses the execution of her family at the hand of Nazi Colonel Hans Landa. Shosanna narrowly escapes and flees to Paris where she forges a new identity as the owner and operator of a cinema. Elsewhere in Europe, lieutenant Aldo Raine organizes a group of Jewish American soldiers to perform swift, shocking acts of retribution. Later known to their enemy as ""the basterds,"" Raine's squad joins German actress and undercover agent Bridget von Hammersmark on a mission to take down the leaders of the Third Reich. Fates converge under a cinema marquis, where Shosanna is poised to carry out a revenge plan of her own. [The Weinstein Company]
","['USA', 'Germany']","['English', 'German', 'French', 'Italian']","['Drama', 'Thriller', 'War']",69
Up in the Air,2009,DIRECTING,FALSE,https://www.metacritic.com/movie/up-in-the-air/details,"Ryan Bingham is a corporate downsizing expert whose cherished life on the road is threatened just as he is on the cusp of reaching ten million frequent flyer miles and after he’s met the frequent-traveler woman of his dreams. (Paramount Pictures)
",['USA'],['English'],"['Drama', 'Romance']",83
Ajami,2009,FOREIGN LANGUAGE FILM,FALSE,https://www.metacritic.com/movie/ajami/details,"A powerful crime drama set on the streets of Jaffa's Ajami neighborhood--a melting pot of cultures and conflicting views among Jews, Muslims and Christians--and told through the eyes of a cross-section of the city's inhabitants: a young Israeli fighting a criminal vendetta against his family, a Palestinian refugee working illegally to finance a life-saving surgery, a Jewish police detective obsessed with finding his missing brother, and an affluent Palestinian dreaming of a future with his Jewish girlfriend.  As their stories intersect--and the film's narrative shifts back and forth in time--we witness a dramatic collision of different worlds and the tragic consequences of enemies living as neighbors. (Kino International)","['Germany', 'Israel']","['Arabic', 'Hebrew']",['Drama'],82
The Milk of Sorrow,2009,FOREIGN LANGUAGE FILM,FALSE,https://www.metacritic.com/movie/the-milk-of-sorrow/details,"Fausta suffers from “the milk of sorrow”, an illness transmitted through mother’s milk by women who have been violated or mistreated during the war of terrorism in Peru. The war has ended, but Fausta's life is a reminder of it because “the illness of fear” stole her soul. Now, her mother’s sudden death forces her to confront her fears and the secret that is hidden inside of her: she has inserted a potato into her vagina to serve as a protective shield that repels disgusting intruders. THE MILK OF SORROW is the story of a search for re-awakening, a journey from fear to freedom. (Olive Films)","['Peru', 'Spain']","['Spanish', 'Quechua']","['Drama', 'Music']",68
A Prophet,2009,FOREIGN LANGUAGE FILM,FALSE,https://www.metacritic.com/movie/a-prophet/details,"Condemned to six years in prison, Malik El Djebena cannot read or write. Arriving at the jail entirely alone, he appears younger and more fragile than the other convicts. He is 19 years old. Cornered by the leader of the Corsican gang who rules the prison, he is given a number of ""missions"" to carry out, toughening him up and gaining the gang leader's confidence in the process. But Malik is brave and a fast learner, daring to secretly develop his own plans. (Sony Pictures Classics)","['France', 'Italy']","['French', 'Arabic', 'Corsican']","['Drama', 'Crime']",90
The White Ribbon,2009,FOREIGN LANGUAGE FILM,FALSE,https://www.metacritic.com/movie/the-white-ribbon/details,"A village in Protestant northern Germany. 1913-1914. On the eve of World War I. The story of the children and teenagers of a choir run by the village schoolteacher, and their families: the baron, the steward, the pastor, the doctor, the midwife, the tenant farmers. Strange accidents occur and gradually take on the character of a punishment ritual. Who is behind it all? The village schoolteacher observes, investigates and little by little discovers the incredible truth. Are we being asked to consider whether these events heralded something that would explode years later with the rise of Nazi Germany? Did these events contain the germs of the tragedies that followed? (Sony Classics)","['Germany', 'France', 'Italy', 'Austria']","['German', 'Italian', 'Polish', 'Latin']","['Drama', 'Mystery', 'Crime']",82
The Blind Side,2009,BEST PICTURE,FALSE,https://www.metacritic.com/movie/the-blind-side/details,"Teenager Michael Oher is surviving on his own, virtually homeless, when he is spotted on the street by Leigh Anne Tuohy. Learning that the young man is one of her daughter's classmates, Leigh Anne insists that Michael--wearing shorts and a t-shirt in the dead of winter--come out of the cold. Without a moment's hesitation, she invites him to stay at the Tuohy home for the night. What starts out as a gesture of kindness turns into something more as Michael becomes part of the Tuohy family despite the differences in their backgrounds. (Warner Bros.)",['USA'],['English'],"['Biography', 'Drama', 'Sport']",53
District 9,2009,BEST PICTURE,FALSE,https://www.metacritic.com/movie/district-9/details,"Over twenty years ago, aliens made first contact with Earth. Humans waited for the hostile attack, or the giant advances in technology. Neither came. Instead, the aliens were refugees, the last survivors of their home world. The creatures were set up in a makeshift home in South Africa’s District 9 as the world’s nations argued over what to do with them. Now, patience over the alien situation has run out. The tension between the aliens and the humans comes to a head when a human field operative, Wikus van der Merwe, contracts a mysterious virus that begins changing his DNA. Wikus quickly becomes the most hunted man in the world, as well as the most valuable – he is the key to unlocking the secrets of alien technology. Ostracized and friendless, there is only one place left for him to hide: District 9. [Sony Pictures]","['USA', 'New Zealand']","['English', 'Nyanja', 'Afrikaans', 'Xhosa', 'Zulu', 'Sotho']","['Action', 'Sci-Fi', 'Thriller']",81
An Education,2009,BEST PICTURE,FALSE,https://www.metacritic.com/movie/an-education/details,"In the post-war, pre-Beatles London suburbs, a bright schoolgirl is torn between studying for a place at Oxford and the more exciting alternative offered to her by a
charismatic older man. (Sony Pictures Classics)",['UK'],"['English', 'French']",['Drama'],85
A Serious Man,2009,BEST PICTURE,FALSE,https://www.metacritic.com/movie/a-serious-man/details,"A Serious Man is the story of an ordinary man’s search for clarity in a universe where Jefferson Airplane is on the radio and F-Troop is on TV. It is 1967, and Larry Gopnik, a physics professor at a quiet Midwestern university, has just been informed by his wife Judith that she is leaving him. She has fallen in love with one of his more pompous acquaintances, Sy Ableman, who seems to her a more substantial person than the feckless Larry. Larry’s unemployable brother Arthur is sleeping on the couch, his son Danny is a discipline problem and a shirker at Hebrew school, and his daughter Sarah is filching money from his wallet in order to save up for a nose job. Struggling for equilibrium, Larry seeks advice from three different rabbis. Can anyone help him cope with his afflictions and become a righteous person – a mensch – a serious man? (Focus Features)","['USA', 'UK', 'France']","['English', 'Yiddish', 'Hebrew']",['Drama'],83
Up,2009,BEST PICTURE,FALSE,https://www.metacritic.com/movie/up/details,"Up is a comedy adventure about 78-year-old balloon salesman Carl Fredricksen, who finally fulfills his lifelong dream of a great adventure when he ties thousands of balloons to his house and flies away to the wilds of South America. But he discovers all too late that his biggest nightmare has stowed away on the trip: an overly optimistic 9-year-old Wilderness Explorer named Russell. (Walt Disney Pictures)",['USA'],['English'],"['Adventure', 'Drama', 'Comedy', 'Animation', 'Family']",88
Black Swan,2010,DIRECTING,FALSE,https://www.metacritic.com/movie/black-swan/details,"Black Swan is a psychological thriller set in the world of New York City ballet. Featured dancer, Nina, finds herself locked in a web of competitive intrigue with a new rival at the company. (Fox Searchlight) ",['USA'],['English'],"['Drama', 'Thriller']",79
The Fighter,2010,DIRECTING,FALSE,https://www.metacritic.com/movie/the-fighter/details,A talented boxer with a troubled path focuses his energy on training his brother to become a champ.,['USA'],['English'],"['Drama', 'Sport']",79
The King's Speech,2010,DIRECTING,TRUE,https://www.metacritic.com/movie/the-kings-speech/details,"Based on the true story of the Queen of England's father and his remarkable friendship with maverick Australian speech therapist Lionel Logue. ""The King's Speech"" stars Academy Award nominee Colin Firth as King George VI, who unexpectedly becomes King when his brother Edward abdicates the throne. Academy Award Winner Geoffrey Rush stars as Logue, the man who helps the King find a voice with which to lead the nation into war. (The Weinstein Company)","['UK', 'Australia']",['English'],"['Drama', 'History']",88
The Social Network,2010,DIRECTING,FALSE,https://www.metacritic.com/movie/the-social-network/details,"On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg (Jesse Eisenberg) sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications. [Columbia Pictures]",['USA'],"['English', 'French']","['Biography', 'Drama', 'History', 'Comedy']",95
True Grit,2010,DIRECTING,FALSE,https://www.metacritic.com/movie/true-grit/details,"Fourteen-year-old Mattie Ross's father has been shot in cold blood by the coward Tom Chaney, and she is determined to bring him to justice. Enlisting the help of a trigger-happy, drunken U.S. Marshal, Rooster Cogburn, she sets out with him -- over his objections -- to hunt down Chaney. Her father's blood demands that she pursue the criminal into Indian territory and find him before a Texas Ranger named LeBoeuf catches him and brings him back to Texas for the murder of another man. (Paramount Pictures)",['USA'],['English'],"['Drama', 'Western']",80
Biutiful,2010,FOREIGN LANGUAGE FILM,FALSE,https://www.metacritic.com/movie/biutiful/details,"Academy Award winner Javier Bardem plays a man on the wrong side of the law who struggles to provide for his children on the dangerous streets of Barcelona. The latest film from Academy Award nominee Alejandro Gonzalez Inarritu, Biutiful won the award for Best Actor at the 2010 Cannes Film Festival and is sure to be one of the most talked-about films of the year.(Roadside Attractions)","['Spain', 'Mexico']","['English', 'Spanish']",['Drama'],58
Dogtooth,2010,FOREIGN LANGUAGE FILM,FALSE,https://www.metacritic.com/movie/dogtooth/details,A surreal look at three teenagers kept under strict rule and regimen by their parents — an alternately hilarious and nightmarish experiment of manipulation and oppression. [Kino International],['Greece'],['Greek'],['Drama'],73
In a Better World,2010,FOREIGN LANGUAGE FILM,TRUE,https://www.metacritic.com/movie/in-a-better-world/details,"Anton is a doctor who commutes between his home in an idyllic town in Denmark, and his work at an African refugee camp. In these two very different worlds, he and his family are faced with conflicts that lead them to difficult choices between revenge and forgiveness. Anton and his wife Marianne, who have two young sons, are separated and struggling with the possibility of divorce. Their older, ten-year-old son Elias is being bullied at school, until he is defended by Christian, a new boy who has just moved from London with his father, Claus. Christian's mother recently lost her battle with cancer, and Christian is greatly troubled by her death.
Elias and Christian quickly form a strong bond, but when Christian involves Elias in a dangerous act of revenge with potentially tragic consequences, their friendship is tested and lives are put in danger. Ultimately, it is their parents who are left to help them come to terms with the complexity of human emotions, pain and empathy. (Sony Pictures Classics)","['Denmark', 'Sweden']","['English', 'Danish', 'Swedish']",['Drama'],65
Incendies,2010,FOREIGN LANGUAGE FILM,FALSE,https://www.metacritic.com/movie/incendies/details,"When notary Lebel sits down with Jeanne and Simon Marwan to read them their mother Nawal’s will, the twins are stunned to receive a pair of envelopes – one for  the father they thought was dead and another for a brother they didn’t know existed.  In this enigmatic inheritance, Jeanne sees the key to Nawal’s retreat into unexplained silence during the final weeks of her life. With Lebel’s help, the twins piece together the story of the woman who brought them into the world, discovering a tragic fate as well as the courage of an exceptional woman. (Sony Pictures Classics)","['France', 'Canada']","['French', 'Arabic']",['Drama'],80
Inception,2010,BEST PICTURE,FALSE,https://www.metacritic.com/movie/inception/details,"Dom Cobb is a skilled thief, the absolute best in the dangerous art of extraction, stealing valuable secrets from deep within the subconscious during the dream state, when the mind is at its most vulnerable. Cobb's rare ability has made him a coveted player in this treacherous new world of corporate espionage, but it has also made him an international fugitive and cost him everything he has ever loved. Now Cobb is being offered a chance at redemption. One last job could give him his life back but only if he can accomplish the impossible—inception. Instead of the perfect heist, Cobb and his team of specialists have to pull off the reverse: their task is not to steal an idea but to plant one. If they succeed, it could be the perfect crime. But no amount of careful planning or expertise can prepare the team for the dangerous enemy that seems to predict their every move. An enemy that only Cobb could have seen coming. This summer, your mind is the scene of the crime. [Warner Bros. Pictures]","['USA', 'UK']","['English', 'French', 'Japanese']","['Action', 'Sci-Fi', 'Drama', 'Mystery', 'Thriller']",74
The Kids Are All Right,2010,BEST PICTURE,FALSE,https://www.metacritic.com/movie/the-kids-are-all-right/details,Two children conceived by artificial insemination bring their birth father into their family life.,['USA'],['English'],"['Drama', 'Comedy']",86
127 Hours,2010,BEST PICTURE,FALSE,https://www.metacritic.com/movie/127-hours/details,127 HOURS is the true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolate canyon in Utah. (Fox Searchlight)  ,"['USA', 'UK']",['English'],"['Adventure', 'Biography', 'Drama', 'Thriller']",82
Toy Story 3,2010,BEST PICTURE,FALSE,https://www.metacritic.com/movie/toy-story-3/details,"Toy Story 3 is a comical new adventure in Disney Digital 3D that lands the toys in a room full of untamed tots who can't wait to get their sticky little fingers on these ""new"" toys. It's pandemonium as they try to stay together, ensuring ""no toy gets left behind."" Meanwhile, Barbie comes face to plastic face with Ken (yes, that Ken). [Disney, Pixar]",['USA'],"['English', 'Spanish']","['Adventure', 'Fantasy', 'Comedy', 'Animation', 'Family']",92
Winter's Bone,2010,BEST PICTURE,FALSE,https://www.metacritic.com/movie/winters-bone/details,"This tense, naturalistic thriller follows 17-year-old Ree Dolly as she confronts the local criminal underworld and the harsh Ozark wilderness in order to to track down her father, who has put up the family homestead for his bail. Featuring a star-making performance by Jennifer Lawrence, Winter's Bone is sure to be one of the most-critically acclaimed films of the year. (Roadside Attractions)",['USA'],['English'],"['Drama', 'Thriller']",90
The Artist,2011,DIRECTING,TRUE,https://www.metacritic.com/movie/the-artist/details,"Hollywood 1927. George Valentin is a silent movie superstar. The advent of the talkies will sound the death knell for his career and see him fall into oblivion. For young extra Peppy Miller, it seems the sky's the limit - major movie stardom awaits. The Artist tells the story of their interlinked destinies. [The Weinstein Company]",['France'],['English'],['Romance'],89
The Descendants,2011,DIRECTING,FALSE,https://www.metacritic.com/movie/the-descendants/details,"Matt King is an indifferent husband and father of two girls, who is forced to re-examine his past and embrace his future when his wife suffers a boating accident off of Waikiki. The event leads to a rapprochement with his young daughters while Matt wrestles with a decision to sell the family's land handed down from Hawaiian royalty and missionaries. [Fox Searchlight]",['USA'],None,"['Drama', 'Comedy']",84
Hugo ,2011,DIRECTING,FALSE,https://www.metacritic.com/movie/hugo/details,"Based on Brian Selznick's captivating and imaginative New York Times bestseller ""The Invention of Hugo Cabret."" Hugo Cabret, Scorsese's first film shot in 3D, tells the tale of an orphan boy living a secret life in the walls of a Paris train station. When Hugo encounters a broken machine, an eccentric girl, and the cold, reserved man who runs the toy shop, he is caught up in a magical, mysterious adventure that could put all of his secrets in jeopardy. (Sony Pictures)",['USA'],None,"['Mystery', 'Family']",83
Midnight in Paris,2011,DIRECTING,FALSE,https://www.metacritic.com/movie/midnight-in-paris/details,"This is a romantic comedy set in Paris about a family that goes there because of business, and two young people who are engaged to be married in the fall have experiences there that change their lives. It's about a young man's great love for a city, Paris and the illusion people have that a life different from theirs would be much better. (Sony Classic Pictures)","['USA', 'Spain']",['English'],"['Comedy', 'Romance']",81
The Tree of Life,2011,DIRECTING,FALSE,https://www.metacritic.com/movie/the-tree-of-life/details,"The film follows the life journey of the eldest son, Jack, through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father. Jack finds himself a lost soul in the modern world, seeking answers to the origins and meaning of life while questioning the existence of faith. Through Malick's signature imagery, we see how both brute nature and spiritual grace shape not only our lives as individuals and families, but all life. (Fox Searchlight Pictures)

",['USA'],['English'],"['Drama', 'Fantasy']",85
Bullhead,2011,FOREIGN LANGUAGE FILM,FALSE,https://www.metacritic.com/movie/bullhead/details,"Bullhead is a harrowing tale of revenge, redemption and fate. Domineering cattle farmer Jacky Vanmarsenille, constantly pumped on steroids and hormones, initiates a shady deal with a notorious mafioso meat trader. When an investigating federal agent is assassinated and a woman from his traumatic past resurfaces, Jacky must confront his demons and face the far-reaching consequences of his decisions. (Drafthouse Films)",['Belgium'],"['French', 'Dutch', 'Flemish']","['Drama', 'Crime']",68
Footnote,2011,FOREIGN LANGUAGE FILM,FALSE,https://www.metacritic.com/movie/footnote/details,"Eliezer and Uriel Shkolnik are both eccentric professors, who have dedicated their lives to their work in Talmudic Studies. The father, Eliezer, is a stubborn purist who fears the establishment and has never been recognized for his work. Meanwhile his son, Uriel, is an up-and-coming star in the field, who appears to feed on accolades, endlessly seeking recognition. Then one day, the tables turn. When Eliezer learns that he is to be awarded the Israel Prize, the most valuable honor for scholarship in the country, his vanity and desperate need for validation are exposed. His son, Uriel, is thrilled to see his father's achievements finally recognized but, in a darkly funny twist, is forced to choose between the advancement of his own career and his father's. Will he sabotage his father's glory? (Sony Pictures Classics)
",['Israel'],['Hebrew'],['Drama'],83
