name,year,competition_category,winner,url,summary,countries,languages,genre,metascore
Cimarron,1930,DIRECTING,FALSE,https://www.metacritic.com/movie/cimarron/details,A newspaper editor settles in an Oklahoma boom town with his reluctant wife at the end of the nineteenth century.,['US'],"['English', 'French']","['Drama', 'Western']",70
The Front Page,1930,DIRECTING,FALSE,https://www.metacritic.com/movie/the-front-page/details,An investigative reporter sees an opportunity for the story of a lifetime when an accused murderer escapes hanging.,['US'],['English'],['Comedy'],76
It Happened One Night,1934,DIRECTING,TRUE,https://www.metacritic.com/movie/it-happened-one-night/details,A spoiled heiress running away from her family is helped by a man who is actually a reporter in need of a story.,['US'],['English'],"['Comedy', 'Romance']",87
Mutiny on the Bounty,1935,DIRECTING,FALSE,https://www.metacritic.com/movie/mutiny-on-the-bounty/details,"A tyrannical ship captain decides to exact revenge on his abused crew after they form a mutiny against him, but the sailor he targets had no hand in it.",['US'],"['English', 'qah']","['Adventure', 'Biography', 'Drama', 'History', 'Romance']",87
The Awful Truth,1937,DIRECTING,TRUE,https://www.metacritic.com/movie/the-awful-truth/details,"Unfounded suspicions lead a married couple to begin divorce proceedings, whereupon they start undermining each other's attempts to find new romance.",['US'],"['English', 'French', 'Italian']","['Comedy', 'Romance']",87
Gone with the Wind,1939,DIRECTING,TRUE,https://www.metacritic.com/movie/gone-with-the-wind/details,"A Southern belle struggles with the devastation of the Civil War and Reconstruction. This classic won 8 Academy Awards, including Best Picture.",['USA'],['English'],"['Drama', 'History', 'Romance', 'War']",97
Stagecoach,1939,DIRECTING,FALSE,https://www.metacritic.com/movie/stagecoach/details,A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.,['US'],"['English', 'French', 'Spanish']","['Adventure', 'Drama', 'Western']",93
The Grapes of Wrath,1940,DIRECTING,TRUE,https://www.metacritic.com/movie/the-grapes-of-wrath/details,"A poor Midwest family is forced off their land. They travel to California, suffering the misfortunes of the homeless in the Great Depression.",['US'],['English'],"['Drama', 'History']",96
The Philadelphia Story,1940,DIRECTING,FALSE,https://www.metacritic.com/movie/the-philadelphia-story/details,"When a rich woman's ex-husband (Cary Grant) and a tabloid-type reporter (James Stewart) turn up just before her planned remarriage, she (Katherine Hepburn) begins to learn the truth about herself.",['US'],"['English', 'French']","['Comedy', 'Romance']",96
Rebecca,1940,DIRECTING,FALSE,https://www.metacritic.com/movie/rebecca-1940/details,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,['US'],"['English', 'French']","['Drama', 'Mystery', 'Thriller', 'Romance']",86
Citizen Kane,1941,DIRECTING,FALSE,https://www.metacritic.com/movie/citizen-kane-1941/details,"Following the death of a publishing tycoon, news reporters scramble to discover the meaning of his final utterance.",['USA'],['English'],"['Drama', 'Mystery']",None
Random Harvest,1942,DIRECTING,FALSE,https://www.metacritic.com/movie/random-harvest/details,"An amnesiac World War I veteran falls in love with a music hall star, only to suffer an accident which restores his original memories but erases his post-war life.",['US'],['English'],"['Drama', 'Romance']",62
Yankee Doodle Dandy,1942,DIRECTING,FALSE,https://www.metacritic.com/movie/yankee-doodle-dandy/details,"The life of the renowned musical composer, playwright, actor, dancer, and singer George M. Cohan.",['US'],['English'],"['Biography', 'Drama', 'Musical']",89
Casablanca,1943,DIRECTING,TRUE,https://www.metacritic.com/movie/casablanca/details,"A Casablanca, Morocco casino owner in 1941 shelters his former lover and her husband, a Czechoslovakian freedom fighter, from the Nazis.",['USA'],"['English', 'German', 'French', 'Italian']","['Drama', 'Romance', 'War']",None
Double Indemnity,1944,DIRECTING,FALSE,https://www.metacritic.com/movie/double-indemnity/details,An insurance representative lets himself be talked into a murder/insurance fraud scheme that arouses an insurance investigator's suspicions.,['US'],['English'],"['Drama', 'Mystery', 'Thriller', 'Crime', 'Film-Noir']",95
Lifeboat,1944,DIRECTING,FALSE,https://www.metacritic.com/movie/lifeboat/details,Several survivors of a torpedoed ship find themselves in the same boat with one of the men who sunk it.,['US'],"['English', 'German', 'French']","['Drama', 'War']",78
Mildred Pierce,1945,BEST MOTION PICTURE,FALSE,https://www.metacritic.com/movie/mildred-pierce/details,A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.,['US'],['English'],"['Drama', 'Mystery', 'Romance', 'Crime', 'Film-Noir']",88
The Best Years of Our Lives,1946,DIRECTING,TRUE,https://www.metacritic.com/movie/the-best-years-of-our-lives/details,Three World War II veterans return home to small-town America to discover that they and their families have been irreparably changed.,['US'],['English'],"['Drama', 'Romance', 'War']",93
Brief Encounter,1946,DIRECTING,FALSE,https://www.metacritic.com/movie/brief-encounter/details,"Meeting a stranger in a railway station, a woman is tempted to cheat on her husband.",['GB'],"['English', 'French']","['Drama', 'Romance']",92
It's a Wonderful Life,1946,DIRECTING,FALSE,https://www.metacritic.com/movie/its-a-wonderful-life/details,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,['USA'],['English'],"['Drama', 'Fantasy', 'Family']",89
The Yearling,1946,DIRECTING,FALSE,https://www.metacritic.com/movie/the-yearling/details,"A boy persuades his parents to allow him to adopt a young deer, but what will happen if the deer misbehaves?",['US'],['English'],"['Drama', 'Western', 'Family']",89
The Bishop's Wife,1947,DIRECTING,FALSE,https://www.metacritic.com/movie/the-bishops-wife/details,An angel in human form enters the life of a bishop in order to help him build a new cathedral and repair his fractured marriage.,['US'],"['English', 'French']","['Drama', 'Fantasy', 'Comedy', 'Romance']",72
Miracle on 34th Street,1947,BEST MOTION PICTURE,FALSE,https://www.metacritic.com/movie/miracle-on-34th-street/details,"When a nice old man who claims to be Santa Claus is institutionalized as insane, a young lawyer decides to defend him by arguing in court that he is the real thing.",['US'],"['English', 'Dutch']","['Drama', 'Comedy', 'Family']",88
Hamlet,1948,DIRECTING,FALSE,https://www.metacritic.com/movie/hamlet-1969/details,"Prince Hamlet struggles over whether or not he should kill his uncle, whom he suspects has murdered his father, the former king.",['GB'],['English'],['Drama'],82
The Search,1948,DIRECTING,FALSE,https://www.metacritic.com/movie/the-search/details,"1999, the Second Chechen War. After his parents are killed in their village, a small boy flees, joining the flood of refugees. He meets Carole, a European Union delegation head and little by little, with her help, he will return to life. At the same time, his elder sister Raïssa searches tirelessly for him amongst the civilian exodus. There’s also 20-year-old Kolia, a recent Russian Army recruit. He will gradually be overwhelmed by the daily life of war.","['France', 'Georgia']","['English', 'French', 'Russian', 'Chechen']",['Drama'],37
The Treasure of the Sierra Madre,1948,DIRECTING,TRUE,https://www.metacritic.com/movie/the-treasure-of-the-sierra-madre/details,"Fred Dobbs and Bob Curtin, two Americans searching for work in Mexico, convince an old prospector to help them mine for gold in the Sierra Madre Mountains.",['US'],"['English', 'Spanish']","['Adventure', 'Drama', 'Western']",98
All About Eve,1950,DIRECTING,TRUE,https://www.metacritic.com/movie/all-about-eve/details,An ingenue insinuates herself into the company of an established but aging stage actress and her circle of theater friends.,['US'],"['English', 'French']",['Drama'],98
The Third Man,1950,DIRECTING,FALSE,https://www.metacritic.com/movie/the-third-man/details,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.",['GB'],"['English', 'German', 'Russian']","['Mystery', 'Thriller', 'Film-Noir']",97
The African Queen,1951,DIRECTING,FALSE,https://www.metacritic.com/movie/the-african-queen/details,"In Africa during World War I, a gin-swilling riverboat captain is persuaded by a strait-laced missionary to use his boat to attack an enemy warship.","['GB', 'US']","['English', 'German', 'Swahili']","['Adventure', 'Drama', 'Romance', 'War']",91
An American in Paris,1951,DIRECTING,FALSE,https://www.metacritic.com/movie/an-american-in-paris/details,Three friends struggle to find work in Paris. Things become more complicated when two of them fall in love with the same woman.,['US'],"['English', 'German', 'French']","['Drama', 'Romance', 'Musical']",84
A Place in the Sun,1951,DIRECTING,TRUE,https://www.metacritic.com/movie/a-place-in-the-sun/details,A poor boy gets a job working for his rich uncle and ends up falling in love with two women.,['US'],['English'],"['Drama', 'Romance']",76
A Streetcar Named Desire,1951,DIRECTING,FALSE,https://www.metacritic.com/movie/a-streetcar-named-desire/details,Disturbed Blanche DuBois (Vivien Leigh) moves in with her sister in New Orleans and is tormented by her brutish brother-in-law (Marlon Brando) while her reality crumbles around her.,['US'],"['English', 'Spanish']",['Drama'],97
High Noon,1952,DIRECTING,FALSE,https://www.metacritic.com/movie/high-noon-re-release/details,"This classic 1952 Western stars Gary Cooper as just-married lawman Will Kane, who is about to retire as a small-town sheriff and begin a new life with his bride (Grace Kelly) when he learns that gunslinger Frank Miller (Ian MacDonald) is due to arrive at high noon to settle an old score.","['USA', 'US']","['English', 'Spanish']","['Action', 'Drama', 'Thriller', 'Western']",89
From Here to Eternity,1953,DIRECTING,TRUE,https://www.metacritic.com/movie/from-here-to-eternity-re-release/details,"This 1953 classic portrays the loves, hopes and dreams of the soldiers in a close-knit Army barracks in Hawaii shortly before the attack on Pearl Harbor.",['USA'],['English'],"['Drama', 'Romance', 'War']",85
Roman Holiday,1953,DIRECTING,FALSE,https://www.metacritic.com/movie/roman-holiday/details,Princess Ann (Hepburn) runs from her duties while in Italy and meets a reporter (Peck) looking for an exclusive story. He acts as if he doesn't know who she is but he soon finds himself falling in love with her.,"['USA', 'Italy']","['English', 'German', 'Italian']","['Drama', 'Comedy', 'Romance']",78
Shane,1953,DIRECTING,FALSE,https://www.metacritic.com/movie/shane/details,"A weary gunfighter attempts to settle down with a homestead family, but a smoldering settler/rancher conflict forces him to act.",['US'],['English'],"['Drama', 'Western']",80
Stalag 17,1953,DIRECTING,FALSE,https://www.metacritic.com/movie/stalag-17/details,"When two escaping American World War II prisoners are killed, the German P.O.W. camp barracks black marketeer, J.J. Sefton, is suspected of being an informer.",['US'],"['English', 'German', 'Russian']","['Drama', 'Comedy', 'War']",84
On the Waterfront,1954,DIRECTING,TRUE,https://www.metacritic.com/movie/on-the-waterfront/details,"Marlon Brando gives one of the screen's most electrifying performances as Best Actor in this 1954 Academy Award winning Best Film as Ex-fighter Terry Malloy, who could have been a contender but now toils for boss Johnny Friendly (Lee J. Cobb) on the gang-ridden waterfront.  [Sony]",['USA'],['English'],"['Drama', 'Romance', 'Crime']",91
Rear Window,1954,DIRECTING,FALSE,https://www.metacritic.com/movie/rear-window/details,A wheelchair-bound photographer spies on his neighbours from his apartment window and becomes convinced one of them has committed murder.,['US'],['English'],"['Mystery', 'Thriller']",None
Sabrina,1954,DIRECTING,FALSE,https://www.metacritic.com/movie/sabrina/details,"The chauffeur's daughter (Hepburn) has been in love for years with the Larrabee's playboy brother David (Holden). Sent away to Paris, she returns only to find herself caught between David and his older brother Linus (Bogart).",['USA'],"['English', 'French']","['Drama', 'Comedy', 'Romance']",72
The Caine Mutiny,1954,BEST MOTION PICTURE,FALSE,https://www.metacritic.com/movie/the-caine-mutiny/details,"When a U.S. Naval captain shows signs of mental instability that jeopardizes the ship, the first officer relieves him of command and faces court martial for mutiny.",['US'],['English'],"['Drama', 'War']",63
Seven Brides for Seven Brothers,1954,BEST MOTION PICTURE,FALSE,https://www.metacritic.com/movie/seven-brides-for-seven-brothers/details,"In 1850 Oregon, when a backwoodsman brings a wife home to his farm, his six brothers decide that they want to get married too.",['US'],['English'],"['Drama', 'Comedy', 'Romance', 'Western', 'Musical']",75
East of Eden,1955,DIRECTING,FALSE,https://www.metacritic.com/movie/east-of-eden/details,A wilful young man contends against his brother for the attention of their religious father while reconnecting with his estranged mother and falling for his brother's girlfriend.,['US'],['English'],['Drama'],72
The King and I,1956,DIRECTING,FALSE,https://www.metacritic.com/movie/the-king-and-i-1956/details,A widow accepts a job as a live-in governess to the King of Siam's children.,['US'],"['English', 'Thai']","['Biography', 'Drama', 'Romance', 'Musical']",72
The Bridge on the River Kwai,1957,DIRECTING,TRUE,https://www.metacritic.com/movie/the-bridge-on-the-river-kwai/details,"After settling his differences with a Japanese PoW camp commander, a British colonel co-operates to oversee his men's construction of a railway bridge for their captors - while oblivious to a plan by the Allies to destroy it.","['GB', 'US']","['English', 'Japanese', 'Thai']","['Adventure', 'Drama', 'War']",87
12 Angry Men,1957,DIRECTING,FALSE,https://www.metacritic.com/movie/12-angry-men/details,"12 Angry Men, by Sidney Lumet, is a behind-closed-doors look at the American legal system. This iconic adaptation of Reginald Rose’s teleplay stars Henry Fonda as the dissenting member on a jury of white men ready to pass judgment on a Puerto Rican teenager charged with murdering his father. The result is a saga of epic proportions that plays out over a tense afternoon in one sweltering room.",['USA'],['English'],"['Drama', 'Crime']",96
Cat on a Hot Tin Roof,1958,DIRECTING,FALSE,https://www.metacritic.com/movie/cat-on-a-hot-tin-roof/details,"Brick, an alcoholic ex-football player, drinks his days away and resists the affections of his wife, Maggie. His reunion with his father, Big Daddy, who is dying of cancer, jogs a host of memories and revelations for both father and son.",['US'],['English'],['Drama'],84
The Defiant Ones,1958,DIRECTING,FALSE,https://www.metacritic.com/movie/the-defiant-ones/details,"Two escaped convicts chained together, white and black, must learn to get along in order to elude capture.",['US'],['English'],"['Drama', 'Crime']",69
Gigi,1958,DIRECTING,TRUE,https://www.metacritic.com/movie/gigi/details,"Weary of the conventions of Parisian society, a rich playboy and a youthful courtesan-in-training enjoy a platonic friendship, but it may not stay platonic for long.",['US'],"['English', 'French']","['Comedy', 'Romance', 'Musical']",82
Ben-Hur,1959,DIRECTING,TRUE,https://www.metacritic.com/movie/ben-hur-1959/details,"When a Jewish prince is betrayed and sent into slavery by a Roman friend, he regains his freedom and comes back for revenge.",['USA'],['English'],"['Adventure', 'Drama', 'History', 'War']",90
The Diary of Anne Frank,1959,DIRECTING,FALSE,https://www.metacritic.com/movie/the-diary-of-anne-frank/details,"During World War II, a teenage Jewish girl named Anne Frank and her family are forced into hiding in the Nazi-occupied Netherlands.",['US'],"['English', 'German']","['Biography', 'Drama', 'History', 'War', 'Family']",59
The Nun's Story,1959,DIRECTING,FALSE,https://www.metacritic.com/movie/the-nuns-story/details,"After leaving a wealthy Belgian family to become a nun, Sister Luke struggles with her devotion to her vows during crisis, disappointment, and World War II.",['US'],['English'],['Drama'],78
Room at the Top,1959,DIRECTING,FALSE,https://www.metacritic.com/movie/room-at-the-top/details,"An ambitious young accountant plots to wed a wealthy factory owner's daughter, despite falling in love with a married older woman.",['GB'],['English'],"['Drama', 'Romance']",84
Some Like It Hot,1959,DIRECTING,FALSE,https://www.metacritic.com/movie/some-like-it-hot/details,"When two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",['US'],['English'],"['Comedy', 'Romance']",98
Anatomy of a Murder,1959,BEST MOTION PICTURE,FALSE,https://www.metacritic.com/movie/anatomy-of-a-murder/details,"In a murder trial, the defendant says he suffered temporary insanity after the victim raped his wife. What is the truth, and will he win his case?",['US'],['English'],"['Drama', 'Mystery', 'Thriller', 'Crime']",95
The Apartment,1960,DIRECTING,TRUE,https://www.metacritic.com/movie/the-apartment/details,"A man tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.",['US'],['English'],"['Drama', 'Comedy', 'Romance']",94
Psycho,1960,DIRECTING,FALSE,https://www.metacritic.com/movie/psycho-1960/details,"A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run, and checks into a remote motel run by a young man, Norman Bates (Anthony Perkins) under the domination of his mother.",['USA'],['English'],"['Mystery', 'Thriller', 'Horror']",97
The Sundowners,1960,DIRECTING,FALSE,https://www.metacritic.com/movie/the-sundowners/details,"In Australia's Outback during the early twentieth century, the impoverished Carmody family lives a nomadic life out of their wagon, but the mom and son want to settle, while the dad is against it.",['GB'],['English'],"['Adventure', 'Drama']",82
The Hustler,1961,DIRECTING,FALSE,https://www.metacritic.com/movie/the-hustler/details,An up-and-coming pool player plays a long-time champion in a single high-stakes match.,['US'],['English'],"['Drama', 'Sport']",90
Judgment at Nuremberg,1961,DIRECTING,FALSE,https://www.metacritic.com/movie/judgment-at-nuremberg/details,"In 1948, an American court in occupied Germany tries four Nazi judges for war crimes.",['US'],"['English', 'German']","['Drama', 'War']",60
La Dolce Vita,1961,DIRECTING,FALSE,https://www.metacritic.com/movie/la-dolce-vita-re-release/details,A series of stories following a week in the life of a philandering paparazzo journalist (Marcello Mastroianni) living in Rome.,"['France', 'Italy']","['English', 'German', 'French', 'Italian']","['Drama', 'Comedy']",95
West Side Story,1961,DIRECTING,TRUE,https://www.metacritic.com/movie/west-side-story/details,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.",['US'],"['English', 'Spanish']","['Drama', 'Romance', 'Crime', 'Musical']",86
The Miracle Worker,1962,DIRECTING,FALSE,https://www.metacritic.com/movie/the-miracle-worker/details,The story of Anne Sullivan's struggle to teach the blind and deaf Helen Keller how to communicate.,['US'],"['English', 'ase']","['Biography', 'Drama']",83
To Kill a Mockingbird,1962,DIRECTING,FALSE,https://www.metacritic.com/movie/to-kill-a-mockingbird/details,"Atticus Finch, a lawyer in the Depression-era South, defends a black man against an undeserved rape charge, and his kids against prejudice.",['USA'],['English'],"['Drama', 'Crime']",88
The Longest Day,1962,BEST PICTURE,FALSE,https://www.metacritic.com/movie/the-longest-day/details,"The events of D-Day, told on a grand scale from both the Allied and German points of view.",['US'],"['English', 'German', 'French']","['Action', 'Drama', 'History', 'War']",75
Hud,1963,DIRECTING,FALSE,https://www.metacritic.com/movie/hud/details,"Honest and hard-working Texas rancher Homer Bannon has a conflict with his unscrupulous, selfish, arrogant and egotistical son Hud, who sank into alcoholism after accidentally killing his brother in a car crash.",['US'],['English'],['Drama'],62
Tom Jones,1963,DIRECTING,TRUE,https://www.metacritic.com/movie/tom-jones/details,The romantic and chivalrous adventures of adopted bastard Tom Jones in 18th century England.,['GB'],['English'],"['Adventure', 'History', 'Comedy']",77
Cleopatra,1963,BEST PICTURE,FALSE,https://www.metacritic.com/movie/cleopatra/details,Queen Cleopatra of Egypt experiences both triumph and tragedy as she attempts to resist the imperial ambitions of Rome.,"['GB', 'US', 'CH']",['English'],"['Biography', 'Drama', 'History', 'Romance']",60
How the West Was Won,1963,BEST PICTURE,FALSE,https://www.metacritic.com/movie/how-the-west-was-won/details,"A family saga covering several decades of Westward expansion in the nineteenth century - including the Gold Rush, the Civil War, and the building of the railroads.",['US'],"['English', 'arp']",['Western'],56
Mary Poppins,1964,DIRECTING,FALSE,https://www.metacritic.com/movie/mary-poppins/details,A magic nanny comes to work for a cold banker's unhappy family.,['USA'],['English'],"['Fantasy', 'Comedy', 'Family', 'Musical']",88
My Fair Lady,1964,DIRECTING,TRUE,https://www.metacritic.com/movie/my-fair-lady/details,A snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.,['US'],['English'],"['Drama', 'Romance', 'Family', 'Musical']",95
Doctor Zhivago,1965,DIRECTING,FALSE,https://www.metacritic.com/movie/doctor-zhivago/details,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during the First World War and then the October Revolution.","['GB', 'US', 'IT']","['English', 'French', 'Russian']","['Drama', 'Romance', 'War']",69
The Sound of Music,1965,DIRECTING,TRUE,https://www.metacritic.com/movie/the-sound-of-music/details,A young woman (Julie Andrews) leaves an Austrian convent to become a governess to the children of a Naval officer widower.,['US'],"['English', 'German']","['Biography', 'Drama', 'Romance', 'Family', 'Musical']",63
Blow-Up,1966,DIRECTING,FALSE,https://www.metacritic.com/movie/blow-up/details,A mod London photographer finds something very suspicious in the shots he has taken of a mysterious beauty in a desolate park.,"['GB', 'US', 'IT']",['English'],"['Drama', 'Mystery', 'Thriller']",82
A Man for All Seasons,1966,DIRECTING,TRUE,https://www.metacritic.com/movie/a-man-for-all-seasons/details,"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.",['GB'],"['English', 'French', 'Spanish', 'Latin']","['Biography', 'Drama', 'History']",72
The Professionals,1966,DIRECTING,FALSE,https://www.metacritic.com/movie/the-professionals/details,An arrogant Texas millionaire hires four adventurers to rescue his kidnapped wife from a notorious Mexican bandit.,['US'],"['English', 'Spanish']","['Action', 'Adventure', 'Western']",75
Bonnie and Clyde,1967,DIRECTING,FALSE,https://www.metacritic.com/movie/bonnie-and-clyde/details,Warren Beatty and Faye Dunaway are the legendary Depression-era bandits and lovers in this landmark film that won two Academy Awards and triggered a revolution in screen violence. (Warner Bros.),['USA'],['English'],"['Biography', 'Drama', 'Thriller', 'Romance', 'Crime']",86
The Graduate,1967,DIRECTING,TRUE,https://www.metacritic.com/movie/the-graduate/details,"Shy Benjamin Braddock (Dustin Hoffman) returns home from college with an uncertain future. Then the wife of his father's business partner, the sexy Mrs. Robinson (Anne Bancroft), seduces him, and the affair only deepens his confusion. That is, until he meets the girl of his dreams (Katharine Ross). But there's one problem: she's Mrs. Robinson's daughter. [MGM]",['USA'],['English'],"['Drama', 'Comedy', 'Romance']",83
Guess Who's Coming to Dinner,1967,DIRECTING,FALSE,https://www.metacritic.com/movie/guess-whos-coming-to-dinner/details,A couple's attitudes are challenged when their daughter introduces them to her African American fiancé.,['USA'],['English'],"['Drama', 'Comedy']",63
In the Heat of the Night,1967,DIRECTING,FALSE,https://www.metacritic.com/movie/in-the-heat-of-the-night/details,An African American police detective is asked to investigate a murder in a racially hostile southern town.,['USA'],['English'],"['Drama', 'Mystery', 'Thriller', 'Crime']",75
Doctor Dolittle,1967,BEST PICTURE,FALSE,https://www.metacritic.com/movie/doctor-dolittle-1967/details,"After the animal communicating veterinarian goes too far for his clientèle, he and his friends escape their hometown to the sea in search of the Great Pink Sea Snail.",['US'],['English'],"['Adventure', 'Fantasy', 'Comedy', 'Romance', 'Family', 'Musical']",34
Oliver!,1968,DIRECTING,TRUE,https://www.metacritic.com/movie/oliver!/details,"After being sold to a mortician, young orphan Oliver Twist runs away and meets a group of boys trained to be pickpockets by an elderly mentor.",['GB'],['English'],"['Drama', 'Family', 'Musical']",74
Butch Cassidy and the Sundance Kid,1969,DIRECTING,FALSE,https://www.metacritic.com/movie/butch-cassidy-and-the-sundance-kid/details,"The Sundance Kid (Redford) is the frontier's fastest gun. His sidekick, Butch Cassidy (Newman), is always dreaming up new ways to get rich fast. Times are changing in the west and life is getting tougher. So Butch and Sundance pack their guns, don new duds, and, with Sundance's girlfriend (Ross), head down to Bolivia. Never mind that they don't speak Spanish - they'll manage somehow. (Twentieth Century Fox)",['USA'],"['English', 'Spanish']","['Adventure', 'Drama', 'Crime', 'Western']",66
Midnight Cowboy,1969,DIRECTING,TRUE,https://www.metacritic.com/movie/midnight-cowboy/details,"A naive hustler travels from Texas to New York to seek personal fortune but, in the process, finds himself a new friend.",['USA'],"['English', 'Italian']",['Drama'],79
Love Story,1970,DIRECTING,FALSE,https://www.metacritic.com/movie/love-story/details,"A young couple who cross social barriers, marry and ultimately face the greatest crisis of all. (Paramount Pictures)",['USA'],['English'],"['Drama', 'Romance']",84
Patton,1970,DIRECTING,TRUE,https://www.metacritic.com/movie/patton/details,"This Academy Award-winning biography of American General George S. Patton chronicles the general's wartime activities and accomplishments, beginning with his entry into the North African campaign and ending with his removal from command after his outspoken criticism of US post-war military strategy.",['USA'],"['English', 'German', 'French', 'Arabic', 'Russian', 'Italian']","['Biography', 'Drama', 'War']",91
Airport,1970,BEST PICTURE,FALSE,https://www.metacritic.com/movie/airport/details,"A bomber on board an airplane, an airport almost closed by snow, and various personal problems of the people involved.",['US'],"['English', 'Italian']","['Action', 'Drama', 'Thriller']",42
Five Easy Pieces,1970,BEST PICTURE,FALSE,https://www.metacritic.com/movie/five-easy-pieces/details,"A dropout from upper-class America picks up work along the way on oil rigs when his life isn't spent in a squalid succession of bars, motels, and other points of interest.",['US'],['English'],['Drama'],85
A Clockwork Orange,1971,DIRECTING,FALSE,https://www.metacritic.com/movie/a-clockwork-orange/details,"Kubrick makes of Anthony Burgess' celebrated novel a savage and satiric morality play centering on Alex (McDowell), who fights, robs, rapes and kills like any concsienceless predator. Captured and imprisoned, he undergoes treatment to condition him ""safe"", a ""clockwork orange"" healthy and whole on the outside - but crippled within by reflex mechanisms beyond his control. (Warner Bros.)","['USA', 'UK']",['English'],"['Sci-Fi', 'Drama', 'Thriller', 'Crime']",80
Fiddler on the Roof,1971,DIRECTING,FALSE,https://www.metacritic.com/movie/fiddler-on-the-roof/details,"In prerevolutionary Russia, a Jewish peasant contends with marrying off three of his daughters while growing anti-Semitic sentiment threatens his village.",['US'],"['English', 'Russian', 'Hebrew']","['Drama', 'Romance', 'Family', 'Musical']",67
The French Connection,1971,DIRECTING,TRUE,https://www.metacritic.com/movie/the-french-connection-1971/details,"New York narcotics officer ""Popeye"" Doyle and his partner take on an international drug ring shipping heroin into the United States.","['USA', 'US']","['English', 'French']","['Action', 'Drama', 'Thriller', 'Crime']",94
The Last Picture Show,1971,DIRECTING,FALSE,https://www.metacritic.com/movie/the-last-picture-show/details,"In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied West Texas town that is slowly dying, both culturally and economically.",['US'],['English'],['Drama'],93
Cabaret,1972,DIRECTING,TRUE,https://www.metacritic.com/movie/cabaret/details,"Inside the Kit Kat Club of 1931 Berlin, starry-eyed singer Sally Bowles (Minnelli) and an impish emcee (Grey) sound the clarion call to decadent fun, while outside a certain political party grows into a brutal force. (Warner Bros.)",['USA'],"['English', 'German', 'Hebrew']","['Drama', 'Romance', 'Music', 'Musical']",80
Deliverance,1972,DIRECTING,FALSE,https://www.metacritic.com/movie/deliverance/details,"Intent on seeing the Cahulawassee River before it's turned into one huge lake, outdoor fanatic Lewis Medlock takes his friends on a river-rafting trip they'll never forget into the dangerous American back-country.",['US'],['English'],"['Adventure', 'Drama', 'Thriller']",80
The Godfather,1972,DIRECTING,FALSE,https://www.metacritic.com/movie/the-godfather/details,"Francis Ford Coppola's epic features Marlon Brando in his Oscar-winning role as the patriarch of the Corleone family. Director Coppola paints a chilling portrait of the Sicilian clan's rise and near fall from power in America, masterfully balancing the story between the Corleone's family life and the ugly crime business in which they are engaged. Based on Mario Puzo's best-selling novel and featuring career-making performances by Al Pacino, James Caan and Robert Duvall, this searing and brilliant film garnered ten Academy Award nominations, and won three including Best Picture of 1972. [Paramount Pictures]",['USA'],"['English', 'Italian', 'Latin']","['Drama', 'Thriller', 'Crime']",None
Sounder,1972,BEST PICTURE,FALSE,https://www.metacritic.com/movie/sounder/details,The oldest son of a loving and strong family of black sharecroppers comes of age in the Depression-era South after his father is imprisoned for stealing food.,['US'],['English'],"['Drama', 'Family']",80
American Graffiti,1973,DIRECTING,FALSE,https://www.metacritic.com/movie/american-graffiti/details,A couple of high school grads spend one final night cruising the strip with their buddies before they go off to college.,['US'],['English'],"['Drama', 'Comedy']",97
The Exorcist,1973,DIRECTING,FALSE,https://www.metacritic.com/movie/the-exorcist-1973/details,"When a 12-year-old girl (Linda Blair) is possessed by a mysterious entity, her mother seeks the help of two priests to save her daughter.",['USA'],"['English', 'German', 'French', 'Arabic', 'Latin', 'Greek']","['Drama', 'Thriller', 'Horror']",81
Last Tango in Paris,1973,DIRECTING,FALSE,https://www.metacritic.com/movie/last-tango-in-paris/details,"Jeanne, a young Parisienne, meets Paul, an American expatriate mourning his wife's recent suicide and have an affair.","['France', 'Italy']","['English', 'French']","['Drama', 'Romance']",77
The Sting,1973,DIRECTING,TRUE,https://www.metacritic.com/movie/the-sting/details,"In Chicago of September 1936, a young con man seeks revenge for his murdered by teaming up with a master of the big con to win a fortune from a criminal banker.",['USA'],['English'],"['Drama', 'Comedy', 'Crime']",83
